year,birth_country,race,sex,family_size,age_1stchild,evpoverty,income,networth,empstatus
1985,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","No",15000,5500,"1: EMPLOYED"
1986,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","No",15000,3000,"1: EMPLOYED"
1987,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","No",18800,7300,"1: EMPLOYED"
1988,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","No",25500,14800,"1: EMPLOYED"
1989,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","No",20000,17300,"1: EMPLOYED"
1990,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","No",28000,5150,"1: EMPLOYED"
1986,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","Yes",-2,0,"1: EMPLOYED"
1987,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","Yes",1300,100,"1: EMPLOYED"
1988,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","Yes",-2,3000,"1: EMPLOYED"
1989,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","Yes",18000,-1,"1: EMPLOYED"
1990,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","Yes",22000,4400,"1: EMPLOYED"
1987,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","Yes",2000,-4950,"1: EMPLOYED"
1985,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","Yes",10500,-3450,"1: EMPLOYED"
1986,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","No",-1,3267,"1: EMPLOYED"
1987,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","No",-1,6554,"1: EMPLOYED"
1986,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","Yes",3500,16300,"1: EMPLOYED"
1986,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","No",11000,-940,"1: EMPLOYED"
1988,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","No",35000,0,"1: EMPLOYED"
1989,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","No",25000,1217,"1: EMPLOYED"
1985,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","Yes",39389,266045,"1: EMPLOYED"
1988,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","No",20000,13300,"1: EMPLOYED"
1992,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","No",42000,7500,"1: EMPLOYED"
1993,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","No",28000,-200,"1: EMPLOYED"
1994,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","No",38000,27000,"1: EMPLOYED"
1985,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","No",15515,8700,"1: EMPLOYED"
1986,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","No",22500,26800,"1: EMPLOYED"
1987,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","No",24000,39000,"1: EMPLOYED"
1993,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","No",25000,879153,"1: EMPLOYED"
1985,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","No",23000,15500,"1: EMPLOYED"
1986,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","No",29000,23000,"1: EMPLOYED"
1987,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","No",33000,28000,"1: EMPLOYED"
1988,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","No",36000,11800,"1: EMPLOYED"
1989,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","No",46000,65500,"1: EMPLOYED"
1990,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","No",74283,157000,"1: EMPLOYED"
1992,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","No",90325,116000,"1: EMPLOYED"
1993,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","No",58680,203000,"1: EMPLOYED"
1985,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","Yes",1500,2100,"1: EMPLOYED"
1986,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","Yes",3500,4300,"1: EMPLOYED"
1987,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","Yes",3000,3000,"1: EMPLOYED"
1988,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","Yes",2800,-500,"1: EMPLOYED"
1989,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","Yes",2000,2600,"1: EMPLOYED"
1990,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","Yes",21000,9000,"1: EMPLOYED"
1988,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","Yes",15000,4640,"1: EMPLOYED"
1989,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","Yes",11000,3300,"1: EMPLOYED"
1987,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","Yes",5000,-9000,"1: EMPLOYED"
1988,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","Yes",9000,2500,"1: EMPLOYED"
1990,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","No",10500,40000,"1: EMPLOYED"
1992,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","No",12000,41500,"1: EMPLOYED"
1994,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","No",13600,45000,"1: EMPLOYED"
1985,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","Yes",11000,50,"1: EMPLOYED"
1987,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","No",20000,1000,"1: EMPLOYED"
1988,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","No",30000,28000,"1: EMPLOYED"
1986,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","Yes",3000,1000,"1: EMPLOYED"
1987,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","Yes",1000,1500,"1: EMPLOYED"
1998,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","Yes",13000,31500,"1: EMPLOYED"
1987,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","Yes",2800,0,"1: EMPLOYED"
1988,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","Yes",15600,4300,"1: EMPLOYED"
1986,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","No",19500,6250,"1: EMPLOYED"
1987,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","No",19000,7300,"1: EMPLOYED"
1988,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","No",23000,6002,"1: EMPLOYED"
1989,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","No",20400,7900,"1: EMPLOYED"
1990,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","No",23100,17800,"1: EMPLOYED"
1992,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","No",25100,31500,"1: EMPLOYED"
1990,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","No",17000,-50,"1: EMPLOYED"
1992,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","No",20000,500,"1: EMPLOYED"
1993,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","No",-2,1300,"1: EMPLOYED"
1994,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","No",20000,1200,"1: EMPLOYED"
1996,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","No",22000,1100,"1: EMPLOYED"
1990,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","No",17000,1400,"1: EMPLOYED"
1989,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","Yes",9000,500,"1: EMPLOYED"
1987,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","Yes",50,280,"1: EMPLOYED"
1988,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","Yes",9900,10000,"1: EMPLOYED"
1989,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","Yes",10300,14300,"1: EMPLOYED"
1990,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","Yes",12540,23600,"1: EMPLOYED"
1996,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","Yes",575,3400,"1: EMPLOYED"
1998,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","Yes",25815,3500,"1: EMPLOYED"
1996,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","Yes",15000,110800,"1: EMPLOYED"
1998,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","Yes",4500,-4000,"1: EMPLOYED"
1986,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","No",24000,3500,"1: EMPLOYED"
1985,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","No",11000,1700,"1: EMPLOYED"
1985,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","No",21000,12900,"1: EMPLOYED"
1986,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","No",23000,203208,"1: EMPLOYED"
1987,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","No",20500,72932,"1: EMPLOYED"
1985,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","No",8216,16560,"1: EMPLOYED"
1986,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","No",11000,13500,"1: EMPLOYED"
1987,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","No",22876,3000,"1: EMPLOYED"
1988,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","No",28000,106000,"1: EMPLOYED"
1985,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","No",-1,0,"1: EMPLOYED"
1987,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","No",10000,583,"1: EMPLOYED"
1988,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","No",10000,1520,"1: EMPLOYED"
1989,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","No",20000,1100,"1: EMPLOYED"
1990,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","No",25000,-1,"1: EMPLOYED"
1985,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","Yes",5165,0,"1: EMPLOYED"
1986,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","Yes",7000,0,"1: EMPLOYED"
1988,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","Yes",7000,20,"1: EMPLOYED"
1989,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","Yes",15000,600,"1: EMPLOYED"
1990,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","Yes",15500,-3900,"1: EMPLOYED"
1990,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","Yes",32000,27500,"1: EMPLOYED"
1985,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","No",12000,4200,"1: EMPLOYED"
1986,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","No",14000,4000,"1: EMPLOYED"
1987,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","No",15800,5100,"1: EMPLOYED"
1988,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","No",16500,6600,"1: EMPLOYED"
1989,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","No",17200,17500,"1: EMPLOYED"
1990,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","No",17000,23400,"1: EMPLOYED"
1992,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","No",20553,27000,"1: EMPLOYED"
1993,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","No",19000,26200,"1: EMPLOYED"
1994,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","No",20000,34200,"1: EMPLOYED"
1996,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","No",27000,49300,"1: EMPLOYED"
1998,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","No",28900,55900,"1: EMPLOYED"
1985,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","No",19000,14900,"1: EMPLOYED"
1985,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","No",5400,6000,"1: EMPLOYED"
1986,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","No",20000,9000,"1: EMPLOYED"
1993,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","No",5000,8000,"1: EMPLOYED"
1990,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","Yes",17000,3500,"1: EMPLOYED"
1992,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","No",23000,7000,"1: EMPLOYED"
1993,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","No",25000,12000,"1: EMPLOYED"
1994,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","No",21000,14500,"1: EMPLOYED"
1988,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","No",6000,4900,"1: EMPLOYED"
1989,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","No",15000,2750,"1: EMPLOYED"
1998,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","No",28000,-30600,"1: EMPLOYED"
1985,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","Yes",9500,2650,"1: EMPLOYED"
1988,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","Yes",13500,32450,"1: EMPLOYED"
1989,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","Yes",13000,88000,"1: EMPLOYED"
1985,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","Yes",12000,-4100,"1: EMPLOYED"
1987,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","Yes",12000,1800,"1: EMPLOYED"
1988,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","Yes",15000,0,"1: EMPLOYED"
1989,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","Yes",13000,-1,"1: EMPLOYED"
1990,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","Yes",25000,12600,"1: EMPLOYED"
1992,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","Yes",18000,3000,"1: EMPLOYED"
1993,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","Yes",30000,879153,"1: EMPLOYED"
1994,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","Yes",14000,11500,"1: EMPLOYED"
1996,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","Yes",22000,199800,"1: EMPLOYED"
1985,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","No",700,534,"1: EMPLOYED"
1986,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","No",2095,0,"1: EMPLOYED"
1987,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","No",2570,500,"1: EMPLOYED"
1985,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","No",10000,1300,"1: EMPLOYED"
1985,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","Yes",8000,-150,"1: EMPLOYED"
1992,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","Yes",25000,2000,"1: EMPLOYED"
1987,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","Yes",5000,2125,"1: EMPLOYED"
1990,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","Yes",1000,610,"1: EMPLOYED"
1992,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","Yes",-2,10,"1: EMPLOYED"
1993,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","Yes",140,0,"1: EMPLOYED"
1994,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","Yes",3000,0,"1: EMPLOYED"
1996,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","Yes",-2,1000,"1: EMPLOYED"
1985,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","No",8003,266045,"1: EMPLOYED"
1985,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","Yes",1200,125,"1: EMPLOYED"
1986,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","Yes",6687,700,"1: EMPLOYED"
1985,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","No",5200,1300,"1: EMPLOYED"
1986,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","No",5400,1470,"1: EMPLOYED"
1985,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","Yes",11000,2200,"1: EMPLOYED"
1986,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","Yes",14000,3200,"1: EMPLOYED"
1987,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","Yes",13000,6700,"1: EMPLOYED"
1988,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","Yes",16000,6500,"1: EMPLOYED"
1992,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","Yes",14000,11200,"1: EMPLOYED"
1993,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","Yes",-2,9250,"1: EMPLOYED"
1990,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","No",11000,1100,"1: EMPLOYED"
1992,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","No",11000,2966,"1: EMPLOYED"
1987,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","Yes",3000,100,"1: EMPLOYED"
1988,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","Yes",5000,0,"1: EMPLOYED"
1989,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","Yes",7000,-1000,"1: EMPLOYED"
1990,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","Yes",18200,3040,"1: EMPLOYED"
1993,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","Yes",-2,2500,"1: EMPLOYED"
1994,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","Yes",11000,2000,"1: EMPLOYED"
1996,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","Yes",23000,1500,"1: EMPLOYED"
1985,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","Yes",5000,10300,"1: EMPLOYED"
1986,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","No",19000,7180,"1: EMPLOYED"
1994,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","No",23000,3500,"1: EMPLOYED"
1996,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","No",53000,64500,"1: EMPLOYED"
1998,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","No",43000,27250,"1: EMPLOYED"
1985,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"No children yet","No",5500,2150,"1: EMPLOYED"
1986,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"No children yet","No",6000,5900,"1: EMPLOYED"
1988,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"No children yet","No",23500,3900,"1: EMPLOYED"
1985,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"No children yet","No",7150,1800,"1: EMPLOYED"
1986,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"No children yet","No",13025,2552,"1: EMPLOYED"
1987,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"No children yet","Yes",23000,17200,"1: EMPLOYED"
1988,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"No children yet","Yes",38000,20400,"1: EMPLOYED"
1989,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"No children yet","Yes",46000,83000,"1: EMPLOYED"
1998,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"No children yet","Yes",41000,23036,"1: EMPLOYED"
1986,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"No children yet","No",10300,-1500,"1: EMPLOYED"
1985,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"No children yet","No",1500,1000,"1: EMPLOYED"
1986,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"No children yet","No",6000,2000,"1: EMPLOYED"
1987,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"No children yet","No",13000,106500,"1: EMPLOYED"
1985,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"No children yet","No",7000,540,"1: EMPLOYED"
1986,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"No children yet","No",9000,2450,"1: EMPLOYED"
1985,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"No children yet","Yes",7000,-200,"1: EMPLOYED"
1986,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"No children yet","No",31000,8300,"1: EMPLOYED"
1989,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"No children yet","No",35000,100,"1: EMPLOYED"
1990,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"No children yet","No",36400,6000,"1: EMPLOYED"
1985,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"No children yet","No",8500,500,"1: EMPLOYED"
1986,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"No children yet","No",14000,4500,"1: EMPLOYED"
1987,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"No children yet","No",29800,20200,"1: EMPLOYED"
1985,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"No children yet","Yes",15000,1400,"1: EMPLOYED"
1986,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"No children yet","No",5000,14500,"1: EMPLOYED"
1987,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"No children yet","No",5000,16000,"1: EMPLOYED"
1988,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"No children yet","No",8000,19200,"1: EMPLOYED"
1989,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"No children yet","No",8500,28500,"1: EMPLOYED"
1986,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"No children yet","Yes",10000,-960,"1: EMPLOYED"
1987,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"No children yet","Yes",10500,300,"1: EMPLOYED"
1988,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"No children yet","No",17000,7300,"1: EMPLOYED"
1989,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"No children yet","No",25000,16000,"1: EMPLOYED"
1988,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"No children yet","Yes",-2,0,"1: EMPLOYED"
1985,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"No children yet","No",20000,15000,"1: EMPLOYED"
1986,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"No children yet","No",25000,14400,"1: EMPLOYED"
1985,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"No children yet","Yes",23000,6500,"1: EMPLOYED"
1986,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"No children yet","Yes",24000,9500,"1: EMPLOYED"
1985,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"No children yet","No",17500,3000,"1: EMPLOYED"
1985,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"No children yet","No",16000,2200,"1: EMPLOYED"
1986,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"No children yet","No",15000,3000,"1: EMPLOYED"
1987,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"No children yet","No",18500,2300,"1: EMPLOYED"
1989,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"No children yet","No",18000,-350,"1: EMPLOYED"
1985,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"No children yet","No",8000,3800,"1: EMPLOYED"
1989,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"No children yet","No",27000,4625,"1: EMPLOYED"
1990,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",4,"No children yet","No",31000,-11500,"1: EMPLOYED"
1986,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"No children yet","No",2000,500,"1: EMPLOYED"
1987,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"No children yet","No",14000,2000,"1: EMPLOYED"
1988,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",4,"No children yet","No",20000,0,"1: EMPLOYED"
