name,city,predominantdegree,highestdegreegranted,meanearnings7yrs,meanearnings8yrs,meanearnings9yrs,year,undergraduateenrollment
"Mount Mary University","Milwaukee","Bachelor's degree","Entirely graduate-degree granting",36800,,,2005,1193
"Mount Saint Joseph University","Cincinnati","Bachelor's degree","Entirely graduate-degree granting",41600,,,2005,1832
"Mount Saint Mary College","Newburgh","Bachelor's degree","Entirely graduate-degree granting",45700,,,2005,2041
"Mount Saint Mary's University","Los Angeles","Bachelor's degree","Entirely graduate-degree granting",54200,,,2005,1804
"Mount St Mary's University","Emmitsburg","Bachelor's degree","Entirely graduate-degree granting",47800,,,2005,1612
"Mount Vernon Nazarene University","Mount Vernon","Bachelor's degree","Entirely graduate-degree granting",46400,,,2005,2091
"Multnomah University","Portland","Bachelor's degree","Entirely graduate-degree granting",27800,,,2005,566
"Murray State University","Murray","Bachelor's degree","Entirely graduate-degree granting",34400,,,2005,7814
"Muskingum University","New Concord","Bachelor's degree","Entirely graduate-degree granting",37300,,,2005,1605
"NEW COLLEGE OF CALIFORNIA","SAN FRANCISCO","Bachelor's degree","Entirely graduate-degree granting",38500,,,2005,392
"NEW YORK INSTITUTE OF TECHNOLOGY-CENTRAL ISLIP","CENTRAL ISLIP","Bachelor's degree","Entirely graduate-degree granting",46100,,,2005,498
"NEW YORK INSTITUTE OF TECHNOLOGY-MANHATTAN CAMPUS","NEW YORK","Bachelor's degree","Entirely graduate-degree granting",46100,,,2005,1787
"NORTH GEORGIA COLLEGE & STATE UNIVERSITY","DAHLONEGA","Bachelor's degree","Entirely graduate-degree granting",38600,,,2005,3983
"Naropa University","Boulder","Bachelor's degree","Entirely graduate-degree granting",23700,,,2005,457
"National American University-Rapid City","Rapid City","Bachelor's degree","Entirely graduate-degree granting",37000,,,2005,1267
"National Louis University","Chicago","Bachelor's degree","Entirely graduate-degree granting",51900,,,2005,2053
"National University","La Jolla","Bachelor's degree","Entirely graduate-degree granting",55300,,,2005,5820
"Nazareth College","Rochester","Bachelor's degree","Entirely graduate-degree granting",41000,,,2005,1966
"Nebraska Methodist College of Nursing & Allied Health","Omaha","Bachelor's degree","Entirely graduate-degree granting",47600,,,2005,477
"Nebraska Wesleyan University","Lincoln","Bachelor's degree","Entirely graduate-degree granting",42200,,,2005,1759
"Neumann University","Aston","Bachelor's degree","Entirely graduate-degree granting",44200,,,2005,2197
"New England College","Henniker","Bachelor's degree","Entirely graduate-degree granting",34300,,,2005,919
"New Jersey City University","Jersey City","Bachelor's degree","Entirely graduate-degree granting",41400,,,2005,5838
"New Jersey Institute of Technology","NEWARK","Bachelor's degree","Entirely graduate-degree granting",56500,,,2005,4944
"New Mexico Highlands University","LAS VEGAS","Bachelor's degree","Entirely graduate-degree granting",33200,,,2005,1703
"New Mexico Institute of Mining and Technology","Socorro","Bachelor's degree","Entirely graduate-degree granting",45500,,,2005,1179
"New Mexico State University-Main Campus","Las Cruces","Bachelor's degree","Entirely graduate-degree granting",34900,,,2005,12145
"New York Institute of Technology","Old Westbury","Bachelor's degree","Entirely graduate-degree granting",46100,,,2005,3827
"New York University","NEW YORK","Bachelor's degree","Entirely graduate-degree granting",54900,,,2005,19826
"Newman University","Wichita","Bachelor's degree","Entirely graduate-degree granting",40500,,,2005,1389
"Niagara University","Niagara University","Bachelor's degree","Entirely graduate-degree granting",39700,,,2005,2797
"Nicholls State University","Thibodaux","Bachelor's degree","Entirely graduate-degree granting",32400,,,2005,6763
"Nichols College","Dudley","Bachelor's degree","Entirely graduate-degree granting",45700,,,2005,1392
"Norfolk State University","Norfolk","Bachelor's degree","Entirely graduate-degree granting",31900,,,2005,5301
"North Carolina A & T State University","Greensboro","Bachelor's degree","Entirely graduate-degree granting",37300,,,2005,9069
"North Carolina Central University","Durham","Bachelor's degree","Entirely graduate-degree granting",34200,,,2005,5439
"North Carolina State University at Raleigh","Raleigh","Bachelor's degree","Entirely graduate-degree granting",46100,,,2005,20302
"North Central College","Naperville","Bachelor's degree","Entirely graduate-degree granting",45700,,,2005,1937
"North Dakota State University-Main Campus","Fargo","Bachelor's degree","Entirely graduate-degree granting",44600,,,2005,10549
"North Park University","Chicago","Bachelor's degree","Entirely graduate-degree granting",43900,,,2005,1671
"Missouri Southern State University","Joplin","Bachelor's degree","Predominantly bachelor's-degree granting",32300,,,2005,5251
"Missouri Valley College","Marshall","Bachelor's degree","Predominantly bachelor's-degree granting",32900,,,2005,1407
"Missouri Western State University","Saint Joseph","Bachelor's degree","Predominantly bachelor's-degree granting",32600,,,2005,4646
"Monmouth College","Monmouth","Bachelor's degree","Predominantly bachelor's-degree granting",38100,,,2005,1243
"Moore College of Art and Design","Philadelphia","Bachelor's degree","Predominantly bachelor's-degree granting",31200,,,2005,591
"Morehouse College","Atlanta","Bachelor's degree","Predominantly bachelor's-degree granting",39300,,,2005,2891
"Morris College","Sumter","Bachelor's degree","Predominantly bachelor's-degree granting",23500,,,2005,897
"Mount Carmel College of Nursing","Columbus","Bachelor's degree","Predominantly bachelor's-degree granting",50600,,,2005,547
"Mount Holyoke College","South Hadley","Bachelor's degree","Predominantly bachelor's-degree granting",38300,,,2005,2120
"Mount Ida College","Newton","Bachelor's degree","Predominantly bachelor's-degree granting",33500,,,2005,1293
"Mount Mercy University","Cedar Rapids","Bachelor's degree","Predominantly bachelor's-degree granting",39400,,,2005,1448
"Mt Sierra College","Monrovia","Bachelor's degree","Predominantly bachelor's-degree granting",54300,,,2005,741
"Muhlenberg College","Allentown","Bachelor's degree","Predominantly bachelor's-degree granting",50000,,,2005,2378
"National American University-Albuquerque","ALBUQUERQUE","Bachelor's degree","Predominantly bachelor's-degree granting",37000,,,2005,272
"National American University-Albuquerque West","ALBUQUERQUE","Bachelor's degree","Predominantly bachelor's-degree granting",37000,,,2005,245
"National American University-Bloomington","Bloomington","Bachelor's degree","Predominantly bachelor's-degree granting",37000,,,2005,213
"National American University-Brooklyn Center","Brooklyn Center","Bachelor's degree","Predominantly bachelor's-degree granting",37000,,,2005,216
"National American University-Colorado Springs","Colorado Springs","Bachelor's degree","Predominantly bachelor's-degree granting",37000,,,2005,273
"National American University-Denver","Denver","Bachelor's degree","Predominantly bachelor's-degree granting",37000,,,2005,173
"National American University-Ellsworth AFB Extension","Ellsworth Air Force Base","Bachelor's degree","Predominantly bachelor's-degree granting",37000,,,2005,177
"National American University-Independence","Independence","Bachelor's degree","Predominantly bachelor's-degree granting",37000,,,2005,261
"National American University-Roseville","Roseville","Bachelor's degree","Predominantly bachelor's-degree granting",37000,,,2005,216
"NAZARENE BIBLE COLLEGE","Colorado Springs","Bachelor's degree","Predominantly bachelor's-degree granting",33200,,,2005,494
"Nebraska Christian College","Papillion","Bachelor's degree","Predominantly bachelor's-degree granting",24100,,,2005,155
"Neumont University","Salt Lake City","Bachelor's degree","Not classified",35400,,,2005,103
"Nevada State College","Henderson","Bachelor's degree","Predominantly bachelor's-degree granting",45400,,,2005,733
"New College of Florida","Sarasota","Bachelor's degree","Predominantly bachelor's-degree granting",42500,,,2005,692
"New Hope Christian College-Eugene","Eugene","Bachelor's degree","Predominantly bachelor's-degree granting",26000,,,2005,192
"Newberry College","Newberry","Bachelor's degree","Predominantly bachelor's-degree granting",33400,,,2005,765
"Newbury College","Brookline","Bachelor's degree","Predominantly bachelor's-degree granting",36300,,,2005,1232
"North Carolina Wesleyan College","Rocky Mount","Bachelor's degree","Predominantly bachelor's-degree granting",39800,,,2005,1775
"North Central University","Minneapolis","Bachelor's degree","Predominantly bachelor's-degree granting",29200,,,2005,1207
"North Greenville University","Tigerville","Bachelor's degree","Predominantly bachelor's-degree granting",31400,,,2005,1696
"Minnesota School of Business-Brooklyn Center","Brooklyn Center","Associate's degree","Predominantly bachelor's-degree granting",34400,,,2005,559
"Minnesota School of Business-Richfield","Richfield","Associate's degree","Predominantly bachelor's-degree granting",34400,,,2005,923
"Minnesota State College-SE Technical-Red Wing","Red Wing","Non-degree-granting","Not classified",33900,,,2005,
"Mississippi College of Beauty Culture","Laurel","Certificate degree","Predominantly certificate-degree granting",14900,,,2005,59
"Missouri Tech","Saint Charles","Associate's degree","Predominantly bachelor's-degree granting",47200,,,2005,171
"Mitchell College","New London","Associate's degree","Predominantly bachelor's-degree granting",30900,,,2005,676
"Mitchell's Hair Styling Academy-Raleigh","Raleigh","Certificate degree","Predominantly certificate-degree granting",30000,,,2005,128
"Mitchells Hairstyling Academy-Wilson","Wilson","Certificate degree","Predominantly certificate-degree granting",30000,,,2005,40
"Model College of Hair Design","Saint Cloud","Certificate degree","Predominantly certificate-degree granting",22700,,,2005,164
"Modern Beauty Academy","Oxnard","Certificate degree","Predominantly certificate-degree granting",20300,,,2005,73
"Modern Hairstyling Institute-Arecibo","Arecibo","Certificate degree","Predominantly certificate-degree granting",21400,,,2005,71
"Modern Hairstyling Institute-Bayamon","Bayamon","Certificate degree","Predominantly certificate-degree granting",13200,,,2005,248
"Modern Hairstyling Institute-Carolina","Carolina","Certificate degree","Predominantly certificate-degree granting",17400,,,2005,274
"Modern Technology School","Fountain Valley","Certificate degree","Predominantly certificate-degree granting",35900,,,2005,42
"Modern Welding School","Schenectady","Certificate degree","Predominantly certificate-degree granting",38000,,,2005,76
"Moler Hollywood Beauty Academy","Cincinnati","Certificate degree","Predominantly certificate-degree granting",15700,,,2005,92
"Moler-Pickens Beauty Academy","Fairfield","Certificate degree","Predominantly certificate-degree granting",20200,,,2005,119
"Monmouth County Vocational School District","Freehold","Certificate degree","Predominantly certificate-degree granting",35800,,,2005,194
